route_id,nlp_biswanath,nlp_biswanath chariali,nlp_bus,nlp_bus journey,nlp_chariali,nlp_chariali dibrugarh,nlp_chariali weather,nlp_clear,nlp_clear traffic,nlp_cloudy,nlp_cloudy traffic,nlp_condition,nlp_condition clear,nlp_condition cloudy,nlp_condition heavy,nlp_condition light,nlp_condition low,nlp_condition moderate,nlp_condition rain,nlp_condition storm,nlp_congestion,nlp_congestion travel,nlp_day,nlp_dibrugarh,nlp_dibrugarh biswanath,nlp_dibrugarh guwahati,nlp_dibrugarh weather,nlp_guwahati,nlp_guwahati dibrugarh,nlp_guwahati haflong,nlp_guwahati jorhat,nlp_guwahati nagaon,nlp_guwahati weather,nlp_haflong,nlp_haflong guwahati,nlp_haflong weather,nlp_heavy,nlp_heavy rain,nlp_heavy traffic,nlp_holiday,nlp_holiday travel,nlp_jorhat,nlp_jorhat guwahati,nlp_jorhat nagaon,nlp_jorhat weather,nlp_journey,nlp_journey biswanath,nlp_journey dibrugarh,nlp_journey guwahati,nlp_journey haflong,nlp_journey jorhat,nlp_journey margherita,nlp_journey nagaon,nlp_journey tinsukia,nlp_light,nlp_light traffic,nlp_low,nlp_low traffic,nlp_margherita,nlp_margherita nagaon,nlp_margherita weather,nlp_moderate,nlp_moderate traffic,nlp_nagaon,nlp_nagaon guwahati,nlp_nagaon jorhat,nlp_nagaon margherita,nlp_nagaon tinsukia,nlp_nagaon weather,nlp_normal,nlp_normal working,nlp_occurs,nlp_occurs holiday,nlp_occurs normal,nlp_rain,nlp_rain traffic,nlp_storm,nlp_storm traffic,nlp_tinsukia,nlp_tinsukia nagaon,nlp_tinsukia weather,nlp_traffic,nlp_traffic condition,nlp_traffic congestion,nlp_traffic travel,nlp_travel,nlp_travel occurs,nlp_weather,nlp_weather condition,nlp_working,nlp_working day
ASTC009,0.2615175306362038,0.2615175306362038,0.08469726940282565,0.08469726940282565,0.2615175306362038,0.0,0.31544477920873315,0.0,0.0,0.0,0.0,0.1693945388056513,0.0,0.0,0.2216241693233062,0.0,0.0,0.0,0.21746334897211284,0.0,0.0933748615709468,0.0933748615709468,0.09354389930853367,0.20165657254557032,0.31544477920873315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2216241693233062,0.0,0.27089786877443334,0.0,0.0,0.0,0.0,0.0,0.0,0.08469726940282565,0.0,0.25909359597324394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09354389930853367,0.09354389930853367,0.08469726940282565,0.0,0.09354389930853367,0.1850655634567235,0.1850655634567235,0.0,0.0,0.0,0.0,0.0,0.1693945388056513,0.08469726940282565,0.0933748615709468,0.0,0.08469726940282565,0.08469726940282565,0.08469726940282565,0.08469726940282565,0.09354389930853367,0.09354389930853367
ASTC016,0.0,0.0,0.10020406798660958,0.10020406798660958,0.0,0.0,0.0,0.0,0.0,0.22167193581393055,0.22167193581393055,0.20040813597321916,0.0,0.22167193581393055,0.0,0.0,0.0,0.19214041979205781,0.0,0.0,0.11047039701593094,0.11047039701593094,0.1106703830257384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10020406798660958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37473724620495774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19214041979205781,0.19214041979205781,0.16844538415027854,0.0,0.0,0.0,0.0,0.23786196847244884,0.1106703830257384,0.1106703830257384,0.10020406798660958,0.0,0.1106703830257384,0.0,0.0,0.0,0.0,0.3085926084130592,0.37473724620495774,0.0,0.20040813597321916,0.10020406798660958,0.11047039701593094,0.0,0.10020406798660958,0.10020406798660958,0.10020406798660958,0.10020406798660958,0.1106703830257384,0.1106703830257384
ASTC012,0.0,0.0,0.08722888337762547,0.08722888337762547,0.0,0.0,0.0,0.1789208862367748,0.1789208862367748,0.0,0.0,0.17445776675525093,0.1789208862367748,0.0,0.22824854869430825,0.0,0.0,0.0,0.0,0.0,0.09616585006579101,0.09616585006579101,0.0,0.0,0.0,0.0,0.0,0.14855022468541781,0.0,0.0,0.0,0.0,0.20964913117382672,0.0,0.0,0.0,0.22824854869430825,0.0,0.2789950463477868,0.28862320368283706,0.28862320368283706,0.20972013555982108,0.3306450447130078,0.0,0.0,0.08722888337762547,0.0,0.0,0.0,0.0,0.2697574282059471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08722888337762547,0.28862320368283706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17445776675525093,0.08722888337762547,0.09616585006579101,0.0,0.17445776675525093,0.08722888337762547,0.08722888337762547,0.08722888337762547,0.0,0.0
ASTC013,0.0,0.0,0.10571513661361345,0.10571513661361345,0.0,0.0,0.0,0.21683925322837633,0.21683925322837633,0.0,0.0,0.2114302732272269,0.21683925322837633,0.0,0.0,0.20457612421335686,0.0,0.0,0.0,0.0,0.11654609784764283,0.11654609784764283,0.11675708277841862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2541657295480049,0.0,0.0,0.32778678946324696,0.10571513661361345,0.0,0.0,0.0,0.0,0.0,0.0,0.25094400853674115,0.0,0.20457612421335686,0.20457612421335686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17770961953120407,0.0,0.39276078262067804,0.0,0.0,0.0,0.11675708277841862,0.11675708277841862,0.10571513661361345,0.0,0.11675708277841862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2114302732272269,0.10571513661361345,0.11654609784764283,0.0,0.10571513661361345,0.10571513661361345,0.10571513661361345,0.10571513661361345,0.11675708277841862,0.11675708277841862
ASTC012,0.0,0.0,0.08412237763749111,0.08412237763749111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16824475527498223,0.0,0.0,0.22011987159515742,0.0,0.2798816922242227,0.0,0.0,0.0,0.0,0.0,0.09290896009751862,0.0,0.0,0.0,0.0,0.14325986548540692,0.0,0.0,0.0,0.0,0.20218284014512913,0.0,0.0,0.0,0.22011987159515742,0.2800542510080888,0.0,0.0,0.0,0.2022513158327827,0.3188696935956346,0.0,0.0,0.08412237763749111,0.0,0.0,0.0,0.0,0.26015048419019227,0.0,0.0,0.0,0.0,0.0,0.2798816922242227,0.2798816922242227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09290896009751862,0.09290896009751862,0.08412237763749111,0.0,0.09290896009751862,0.18380941117190477,0.18380941117190477,0.0,0.0,0.0,0.0,0.0,0.16824475527498223,0.08412237763749111,0.0,0.2798816922242227,0.08412237763749111,0.08412237763749111,0.08412237763749111,0.08412237763749111,0.09290896009751862,0.09290896009751862
ASTC013,0.0,0.0,0.09893277001741063,0.09893277001741063,0.0,0.0,0.0,0.20292749607654081,0.20292749607654081,0.0,0.0,0.19786554003482126,0.20292749607654081,0.0,0.2588736700551864,0.0,0.0,0.0,0.0,0.0,0.10906884921248525,0.10906884921248525,0.10926629798190672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2588736700551864,0.0,0.31642905064863375,0.0,0.0,0.23785921745138314,0.0,0.0,0.30675697062417445,0.09893277001741063,0.0,0.0,0.0,0.0,0.0,0.0,0.23484419241260765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1663083025018588,0.0,0.3675624269482896,0.0,0.0,0.0,0.10926629798190672,0.10926629798190672,0.09893277001741063,0.0,0.10926629798190672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19786554003482126,0.09893277001741063,0.10906884921248525,0.0,0.09893277001741063,0.09893277001741063,0.09893277001741063,0.09893277001741063,0.10926629798190672,0.10926629798190672
ASTC009,0.27611837164910713,0.27611837164910713,0.08942602070974283,0.08942602070974283,0.27611837164910713,0.0,0.33305644393488937,0.0,0.0,0.19782868621176483,0.19782868621176483,0.17885204141948566,0.0,0.19782868621176483,0.0,0.0,0.0,0.17147360885387755,0.0,0.0,0.09858809337641151,0.09858809337641151,0.0987665686959673,0.21291530364394845,0.33305644393488937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08942602070974283,0.0,0.27355910577315573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17147360885387755,0.17147360885387755,0.0,0.0,0.0,0.0,0.0,0.0,0.0987665686959673,0.0987665686959673,0.08942602070974283,0.0,0.0987665686959673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17885204141948566,0.08942602070974283,0.09858809337641151,0.0,0.08942602070974283,0.08942602070974283,0.08942602070974283,0.08942602070974283,0.0987665686959673,0.0987665686959673
ASTC003,0.0,0.0,0.08797735269286225,0.08797735269286225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1759547053857245,0.0,0.0,0.0,0.1702506037355827,0.0,0.0,0.22588508325219137,0.0,0.0969910032164545,0.0969910032164545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29109974130726973,0.29109974130726973,0.0,0.0,0.0,0.0,0.08797735269286225,0.0,0.0,0.0,0.0,0.0,0.0,0.20883849042252006,0.0,0.1702506037355827,0.1702506037355827,0.0,0.0,0.26844076079121615,0.0,0.3265946491685258,0.0,0.0,0.1478919895034008,0.0,0.0,0.3265946491685258,0.0,0.0,0.0,0.0,0.08797735269286225,0.29109974130726973,0.0,0.19223262405425623,0.19223262405425623,0.0,0.0,0.0,0.0,0.0,0.1759547053857245,0.08797735269286225,0.0969910032164545,0.0,0.1759547053857245,0.08797735269286225,0.08797735269286225,0.08797735269286225,0.0,0.0
ASTC014,0.0,0.0,0.10558992399975273,0.10558992399975273,0.0,0.0,0.0,0.21658242142023548,0.21658242142023548,0.0,0.0,0.21117984799950545,0.21658242142023548,0.0,0.0,0.0,0.0,0.20246775136749037,0.0,0.0,0.11640805667384094,0.11640805667384094,0.1166187917068678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25386468698806536,0.0,0.3988765242745629,0.0,0.10558992399975273,0.0,0.0,0.0,0.0,0.3265393897033523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20246775136749037,0.20246775136749037,0.1774991341959675,0.0,0.0,0.0,0.0,0.25064678189306366,0.1166187917068678,0.1166187917068678,0.10558992399975273,0.0,0.1166187917068678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21117984799950545,0.10558992399975273,0.11640805667384094,0.0,0.10558992399975273,0.10558992399975273,0.10558992399975273,0.10558992399975273,0.1166187917068678,0.1166187917068678
ASTC008,0.0,0.0,0.09726338066879124,0.09726338066879124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19452676133758248,0.0,0.0,0.254505441536445,0.0,0.0,0.0,0.24972730103007498,0.0,0.10722842389022394,0.10722842389022394,0.10742254091352618,0.2315753520527212,0.0,0.0,0.30031758182020885,0.16563890872548248,0.36224574719451624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254505441536445,0.0,0.31108963392499794,0.0,0.0,0.0,0.0,0.0,0.0,0.09726338066879124,0.0,0.0,0.2322742536036732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10742254091352618,0.10742254091352618,0.09726338066879124,0.0,0.10742254091352618,0.2125228177258702,0.2125228177258702,0.0,0.0,0.0,0.0,0.0,0.19452676133758248,0.09726338066879124,0.10722842389022394,0.0,0.09726338066879124,0.09726338066879124,0.09726338066879124,0.09726338066879124,0.10742254091352618,0.10742254091352618
ASTC009,0.27818998456995014,0.27818998456995014,0.09009695071289851,0.09009695071289851,0.27818998456995014,0.0,0.33555524192686925,0.18480376733697496,0.18480376733697496,0.0,0.0,0.18019390142579703,0.18480376733697496,0.0,0.0,0.1743523734699793,0.0,0.0,0.0,0.0,0.09932776298571733,0.09932776298571733,0.09950757733887611,0.21451272757282247,0.33555524192686925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09009695071289851,0.0,0.2756115174788647,0.0,0.0,0.0,0.0,0.0,0.0,0.1743523734699793,0.1743523734699793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09950757733887611,0.09950757733887611,0.09009695071289851,0.0,0.09950757733887611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18019390142579703,0.09009695071289851,0.09932776298571733,0.0,0.09009695071289851,0.09009695071289851,0.09009695071289851,0.09009695071289851,0.09950757733887611,0.09950757733887611
ASTC006,0.0,0.0,0.10097168771618437,0.10097168771618437,0.0,0.0,0.0,0.20710965395249523,0.20710965395249523,0.0,0.0,0.20194337543236873,0.20710965395249523,0.0,0.0,0.19539677277963607,0.0,0.0,0.0,0.0,0.111316662621582,0.111316662621582,0.11151818063712388,0.0,0.0,0.0,0.0,0.171954131662683,0.0,0.3791831983499668,0.0,0.0,0.0,0.31047309738905365,0.0,0.3791831983499668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10097168771618437,0.0,0.0,0.24113004543039984,0.0,0.0,0.0,0.0,0.0,0.19539677277963607,0.19539677277963607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11151818063712388,0.11151818063712388,0.10097168771618437,0.0,0.11151818063712388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20194337543236873,0.10097168771618437,0.111316662621582,0.0,0.10097168771618437,0.10097168771618437,0.10097168771618437,0.10097168771618437,0.11151818063712388,0.11151818063712388
ASTC003,0.0,0.0,0.10156094060790825,0.10156094060790825,0.0,0.0,0.0,0.20831830922265843,0.20831830922265843,0.0,0.0,0.2031218812158165,0.20831830922265843,0.0,0.0,0.0,0.0,0.19474221111948692,0.0,0.0,0.1119662869551991,0.1119662869551991,0.1121689809941994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10156094060790825,0.0,0.0,0.0,0.0,0.0,0.0,0.24108287955074562,0.0,0.0,0.0,0.0,0.0,0.3098876623241507,0.0,0.377020434825568,0.19474221111948692,0.19474221111948692,0.17072631879225528,0.0,0.0,0.377020434825568,0.0,0.0,0.1121689809941994,0.1121689809941994,0.10156094060790825,0.0,0.1121689809941994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2031218812158165,0.10156094060790825,0.1119662869551991,0.0,0.10156094060790825,0.10156094060790825,0.10156094060790825,0.10156094060790825,0.1121689809941994,0.1121689809941994
